daily_distance_km,max_payload_kg,route_type,depot_grid_capacity_kw,annual_fuel_cost_usd,annual_maintenance_cost_usd,charger_availability_on_route,suitability_score
180.9928166285968,5697.135749742524,mixed,308.9412992377278,9776.374663399518,1649.3455002208243,0,78.07086544774116
150.84689127546338,207.393747116707,mixed,414.2396725072822,7352.115623399319,1554.4817693996881,0,72.26954513770119
116.72850225636685,3588.893814248068,mixed,310.06849120395515,4051.056115225764,1680.7697747946663,0,68.85665672600386
398.07466188276913,5215.988434523339,urban,571.335925280601,22334.736107714925,4238.119195324137,1,78.7593459150824
112.2814793247774,3970.70834347151,mixed,73.43767323507672,4490.712606731839,1548.3587047879305,1,57.54932556518105
444.70191041757545,4834.85115832502,highway,482.1842246809119,24492.81733281098,5013.917378770948,0,39.852132968567325
325.3179262216465,5386.107457516565,urban,210.67260812588057,16606.14857067105,4498.505249995803,0,67.58325303653301
432.1644231261755,4543.063442740388,urban,235.86539753063033,16675.295108425653,4741.013610940278,1,75.30575991968294
272.61458229327803,4344.551797983881,urban,429.6652245704818,10060.023292426567,5384.180172434236,0,77.73564929738649
336.166135914861,5793.763464478922,highway,558.6856092765116,11515.227276715725,4591.684430898655,1,59.29120205983047
303.0480168058341,5202.5552486657,mixed,433.9774554538424,11474.383637254088,5089.855975008532,1,68.72023182492154
401.50588719056555,4919.960537059227,highway,468.87843659694704,14104.678270409968,6527.213749538261,0,40.996317276961605
403.6752772014347,655.4596587604753,mixed,454.20585666289736,20205.62915473492,5502.8982241601325,0,64.01902800218707
289.2537449279832,1548.3248163655944,mixed,202.77248450047904,14306.620783663928,3033.049910193201,0,68.17363775344253
309.1160569383441,3407.0227423017736,mixed,457.80430341161497,15162.325575409799,4291.760680472157,0,71.18902566150179
443.6723030314909,4300.92661410266,urban,473.94464472858397,22565.80281435965,7104.1453801754205,1,75.42051893106242
447.3879150437108,1923.8071258077898,urban,327.03918758055,25268.691951770063,5927.438407149077,0,64.72899904016421
323.8761495112595,695.9694617568166,mixed,329.00239962008754,19332.317359588204,2760.740975346212,1,87.21422507741207
18.60573935052105,1969.9302428691992,urban,459.436669791553,697.4771648710603,143.72543615188656,0,75.51832965146903
63.55121486058256,4660.520706396037,urban,492.9630544012784,3120.534390532057,737.0962302386403,1,73.6836786733319
413.9432772751035,5282.796021647033,urban,212.2593335879422,13472.167763207508,3881.8768832157575,0,53.14709054286209
54.3920641124227,5490.486342814405,urban,483.913897281545,1844.1427676866417,1024.0599552739059,1,70.27938907777832
114.28641909760587,2366.3700729932643,urban,491.31226890511556,5859.010723905388,1108.3392210367538,1,85.40192777776946
122.20420630306809,2329.3506629321496,mixed,151.9634999373689,5598.647407768227,1518.8191238330483,0,70.95074401112062
294.10916794765575,2529.238705184978,urban,434.41618601027886,16071.828658753428,4823.675316977171,0,78.38459364911502
283.1342510159503,2348.4853961154695,urban,124.12234427415264,12411.05346000372,5009.429394755007,1,73.68899181284736
149.57914839048613,4047.2501539171767,urban,69.4337310980556,5107.671435191329,2015.0426957701295,0,68.91614364692146
111.53928498932592,2246.1910834721575,mixed,351.1076620493832,6507.396382849909,1089.0905056481288,0,72.82324501335019
370.50739388372625,269.0120291933381,mixed,546.5615362882884,12113.322537891232,4033.413995410931,1,70.1633596496028
449.98711235677894,2718.2939140240496,highway,35.7435287625715,16263.142120244262,5731.533366708869,0,27.25316729772465
39.55464116114399,1461.2895871447383,highway,498.5034579930292,1542.700152483747,476.9274105844311,0,55.5135703348292
76.92891515776122,318.5217560400268,urban,311.28565826155136,4796.257819553629,912.254575609799,1,72.74293929522746
313.60625474815396,2904.431266474182,urban,518.6238375019195,13656.907668656944,2868.9241224013176,1,66.9509298230104
389.0652750272129,1354.8341713100147,urban,508.43400707506237,18015.8726911203,7359.705868279894,0,74.19556904980807
382.9027309810258,2798.5396168124444,highway,527.0427808175289,21065.449038622068,3014.1940556335758,0,54.39842695243354
349.6526661834505,1774.837421670176,mixed,464.79126356190386,17721.623187472083,4545.493960602728,1,81.37995381295576
427.65399884161275,3681.6968911405343,urban,508.15052740999204,24524.319982793993,8447.885071553635,0,72.04486584107914
116.06722900042797,5946.632713212663,urban,117.97474621270412,5316.9338380330555,1827.6583360602274,1,71.20435281418874
64.89029011875543,3351.3067361632397,mixed,192.75409209184085,3996.967699686181,774.9609394024058,0,66.88526905998962
301.1437810924863,3934.3411138227048,urban,156.8544099222684,16832.85377292795,2808.5330955774775,1,65.46688343800098
397.35828955839605,5527.763182844527,highway,449.3205576809154,17104.039272865146,7767.721795832896,0,46.90171138457918
285.6502639934665,2337.902443691786,mixed,104.88122482977452,12109.095818325355,2192.317079468166,1,51.02392643308831
462.7938316683914,1124.3084312456608,mixed,121.60325737100632,27864.10563376708,7412.728295703852,0,46.55139876875316
384.93747454718203,1804.3641051437367,mixed,529.1943616223364,20110.4840941269,7122.0047530102,0,59.018955846942276
340.8681874228063,2506.350403180113,urban,427.94108285401035,17110.421712324624,2663.7165379484622,0,72.12419332785308
43.01964025535612,3923.353435346654,mixed,527.0972870826657,2350.141253059601,712.6068241076725,0,69.8404942982521
65.10014101023218,176.83997216386803,mixed,96.52282608250394,3139.5909723418386,1301.0570463770896,0,54.07641118739964
379.94949915490537,5142.291806386858,urban,248.40353666836188,13363.933385417953,5887.519188319933,1,71.95801019048626
107.18063539331865,595.1497423415082,mixed,180.64343449464582,4327.364833520046,1359.4241793759938,1,71.75928540725303
28.408356876730608,5418.83262117352,highway,20.66343488859496,1367.3853524898734,523.5662726847698,0,39.12300154749277
438.50371887233865,5704.191949048658,urban,181.4459318566435,13414.027919982165,6326.398647519948,0,48.93402726978263
429.22449877107385,5942.101345555984,mixed,237.0562024070595,18977.688169695277,7240.163388557819,1,62.958547200691456
116.59497966264371,4885.634578780234,urban,68.94848778698645,6361.841083369037,1731.1133424349255,0,62.89202986298241
377.7959100039239,979.8548267498927,mixed,346.3952213286896,13350.402693786658,3014.297051673544,0,57.242339722678814
37.310542463419615,4281.07720286734,urban,239.1560075464904,1197.5999810673368,379.23600764190576,0,68.65618251035028
147.55197177781733,1339.4295500578326,mixed,42.180072432364085,8435.685969122324,1251.911296408791,0,62.68113791545723
305.00511233933054,5398.197838145364,urban,426.8276359477664,15268.983152010944,2694.292254431563,0,71.36577027631961
369.87823321364925,2002.1446650837668,urban,441.62870279704555,13219.010343339725,2845.3137084791224,1,71.99516777725285
19.83562278650815,2061.7564658889905,mixed,503.16579413711946,1114.859430581502,253.1930415814656,0,64.31851100389086
166.68700517229098,5518.27178110197,mixed,299.0412509221848,8565.913150248078,1622.3888571202415,1,78.12633993601935
114.67068542960841,227.40176408467167,highway,581.6653964406883,4685.315347027616,2086.5714722817465,0,53.858145451901144
479.43288867315647,1284.701986178883,mixed,549.727524551487,20244.714784872085,8090.654955503921,0,52.296272650146136
327.0067380591343,2618.303759396212,mixed,337.540700683577,11466.937733513398,4795.459778007916,0,64.25910207516834
203.63722558908088,4249.221168764629,mixed,275.2968796756091,11637.013553201305,2772.0660671805354,1,81.52965392137968
50.178459921018536,3938.262071361702,urban,16.775140323209868,2335.44181837427,536.8271284849777,0,62.003768274835245
293.3816697407382,4066.059469727822,urban,430.9318010674518,14112.573662674888,3942.138199358217,0,81.30811885956052
313.3911839852699,5298.128866202385,urban,345.49838486906924,18400.28928327826,4862.378904504086,0,77.32582667707673
394.62875628895785,858.0279119155512,urban,563.4633251093572,12041.897224339324,6818.340700057234,0,61.800931206843046
149.18823660750405,3204.6459228798067,urban,362.6257932661278,4800.131443027391,1271.2368174028559,0,76.49267904496527
471.36405742324484,4394.044481249558,highway,595.8208149272469,16616.203768419524,7709.540308526821,0,38.332193990044125
219.35156878098653,3871.2928911063623,highway,514.484274040025,6794.684409697727,3681.623811458608,0,56.056515002628664
152.61384591666453,2772.637601644715,highway,572.8547924517476,7842.837001475793,2210.9400611705446,1,62.316726908763165
177.02894031067788,250.12032735215922,highway,206.6827212017478,8957.856051807757,1801.9758036247654,0,59.31108010639488
256.60751462971257,503.64575404012515,mixed,102.36155693885087,9456.259391560558,3654.041571289386,1,61.8933973865929
450.5662274958142,845.8067620949442,urban,481.1701865701483,15704.805517549605,6210.519733009276,0,59.30278118799279
356.84884103252125,2157.8823540868766,mixed,474.9253052369425,12395.056278469972,4798.3237647826245,0,61.76507385020442
283.3559870006588,838.2726981028093,highway,138.69762955225448,17279.146109445985,3756.73337624374,1,52.262169272548974
90.70683041063573,2642.5815314162587,mixed,462.375622668924,4765.636836495672,805.9591761643622,1,70.45800955049016
84.44928956425532,1195.0556449256394,mixed,355.4544144542226,4140.247768192742,826.4339268924871,1,68.17905348817872
248.52156492330727,4708.122255528306,urban,79.0722097674787,10060.3575642665,2166.2757736645717,1,60.24476317296213
353.84954763976685,5248.202557766462,mixed,308.5434045785721,15595.530969069361,3726.379977710622,1,77.50946456047167
364.2206603311262,2429.4379216138286,urban,559.7157304906269,11984.932555289291,3931.201049834527,0,59.52737216243489
120.05018850246016,3141.2908270964867,urban,311.27766408545887,7495.926130314212,1268.1439558889876,0,77.73988267358196
61.54627347397277,5727.953013131509,highway,476.38890888878115,3356.7508384282264,623.8707774818132,0,53.52413125411113
193.7743600030121,3282.7203687894294,urban,31.912342185544578,9726.935651518208,3234.631902471604,1,71.31433181446361
441.95023260849456,5971.1783126840355,highway,440.92762652461727,21700.8320593995,7836.6913540343785,1,59.94613613925269
268.5957724912627,981.4663130985195,urban,568.8998708904242,12460.216195615501,3112.7202026134846,1,75.35584332017399
163.84639157677506,5194.024560490686,highway,307.22375416236747,6286.194788618432,1853.7762851797831,0,67.66811598476279
165.49151577769157,3058.6375656368473,mixed,212.56029911996805,6182.380431678169,2987.188779907053,1,71.82258962386021
76.420476028316,282.8775508105587,mixed,393.2905453588349,3657.469069920328,1169.1605898466696,0,76.96304033863417
235.04903728936347,5837.504207420189,urban,551.0128108295334,7587.741719741113,2625.0227264886203,1,78.6282784676824
382.9836455093999,5795.530213498644,mixed,118.41024556200561,12416.44505140874,6288.650307509622,0,49.86407884852912
465.37979156021373,2392.1344150698897,highway,251.1611128632852,22443.611573450537,5494.9300641948485,1,54.68637349235268
