charge_cycles,avg_temp_c,max_temp_c,internal_resistance_ohm,voltage_drop_v,discharge_rate_c,capacity_throughput_kwh,soh
1126,16.324963131303004,35.8125578943336,0.2949117322445618,0.9078866506825742,3.7535408310914913,83175.8781217809,58.38339568078899
1459,32.64791270909793,38.621331501248,0.3947546140681052,1.1271807091692,1.1447696475372575,98014.66768104874,51.3231676063837
860,44.980604986975045,60.19314071358256,0.30459319292073633,0.81746887166027,2.029010127949943,29164.756190192424,69.50605937534235
1294,31.67419744311539,47.400932547610545,0.36848107940584063,1.080109888784735,1.8733373532645246,90877.95987640266,54.93534643466575
1130,29.196303542440003,47.92293670657013,0.33744322847453173,0.9528554116670267,1.9182529315474754,47497.675376428575,63.075314439999374
1095,24.385645695167625,26.935535922848466,0.3097616154213755,0.9226559063717666,0.9393346342975657,48021.88115326084,65.09905052413318
1044,18.61567736359393,36.31254745564007,0.29883527443832103,0.8824092548228768,3.3476550409325174,73413.63537930472,65.61000939700821
121,36.93071014374845,48.420781398864854,0.15168182174608744,0.31826338329198384,0.6251818505522734,6232.199168463658,87.95967126075968
466,20.77797083356891,34.163764812953815,0.18618938049309672,0.4886567428625737,2.3487931270450493,14859.876254985507,82.56614613058483
1238,18.458460637418533,32.05892562559714,0.32323069130471016,0.9647090597912391,2.8165743581564193,53794.576263257666,61.650574529117684
330,27.652879791915375,44.40924028164047,0.17598402683619035,0.4490386835865227,1.22614303320607,20164.607863420035,84.40235172387902
1482,38.86025513877292,46.86158693763691,0.44493320656521307,1.2255969452385516,3.6704756723457845,49957.04833584004,52.64270740032051
87,37.35193644360661,52.546857861086494,0.14456284115634227,0.3337772698252447,3.4349222245867757,4742.505708717661,85.79327559745462
1396,16.646478439394247,28.160884414393795,0.33296220587227576,1.0737720492908087,2.1487930531937387,83430.1344795203,57.58527278797796
1123,28.654310551084684,44.935402808580946,0.34431741682263844,0.9781565998497121,1.9390212631904855,47382.37826671583,63.33110274239614
871,30.67303728213507,50.50286587199747,0.2785185967972763,0.7878839321909761,1.32798773823885,51993.50399324743,67.52923506645035
130,34.33639951877466,39.948117832042364,0.16732992594250626,0.33355193214457424,3.054976286257373,8997.347786890572,86.08299341161218
1332,34.50502051329684,54.4086960613768,0.3865736755402533,1.1031951965678037,0.9611032987118745,64742.975165933836,59.078022319931335
769,25.940917483719176,29.55753626080911,0.23883482802758016,0.6954788569336606,2.8808321384532407,33947.86366851276,70.44206304236272
343,31.82031582010542,33.86203168239207,0.16159365674062334,0.40834476031763306,3.4485994514144473,12882.3665832946,82.48453351277708
1437,29.431856515322593,32.22677136652356,0.41166112065740396,1.1929923299600589,1.299650515709583,79337.1637281784,53.12052312490181
805,41.549950695698435,49.702033980960145,0.30515895125056963,0.8102365289992666,3.532495910145647,55539.04493355832,64.18194578140825
385,30.907953979047004,44.300267931258816,0.2110760968157609,0.48440833329057176,0.6166311980382796,15874.729393314985,86.9326951562225
1215,28.23096485244485,31.473496588426144,0.3495711745606253,0.99272951137042,3.694755848852839,54446.30811564119,60.15931721973484
955,27.134563490455523,29.236548151987733,0.2947038281471142,0.8246455893877276,0.914267797479543,43291.36846301173,67.15484871577002
276,32.17283278300397,51.04047129526228,0.1657184776444224,0.4214592040492992,2.7601571227831143,14639.210316529736,80.5274465818882
1184,39.11930938202693,55.91398882894566,0.3584557163514617,1.0136413632308339,1.3752886411987963,43121.81052479237,61.157948532930135
459,31.152044711423628,47.71734179192619,0.20017979387826912,0.52470389690965,3.4279333690936484,30344.74601431181,77.02913104058138
1337,34.84965525241625,52.76929221145184,0.3892739438280728,1.1074058782016698,2.293051263204133,53186.01225115719,58.09723981088562
21,37.13567300719575,51.73628991709363,0.12003233814527048,0.22668616184541393,0.9733441693627547,1265.630825441516,91.27554964220917
252,30.605043296361956,34.48431763182742,0.14491719312398407,0.38232785737594993,2.4984704996409244,12766.518346422356,85.02354676396723
747,27.804511699645932,36.988315084972946,0.25660778973943366,0.704711640176399,1.927589135689441,40558.275485225466,71.63472281049935
856,41.29996133587348,56.316652092236815,0.2951379666848127,0.7829846963706033,2.815067358145854,29087.25402180856,69.3572379558439
474,27.525182520836765,34.57120281508414,0.16745598779227283,0.459897059872121,3.586661496672108,29270.04979682264,80.5998181325153
1082,28.85828551726763,43.2316000717199,0.3296422449411054,0.9289099170530536,1.9328619591419647,37254.37008020635,67.61743752455803
510,44.710239400253315,47.15121146907106,0.23033988841933636,0.58754706402756,1.5145823783685088,15643.577759499698,76.82514832219786
