coolant_temp_c,vibration_amplitude_mm,battery_temp_c,motor_temp_c,vehicle_age_months,mileage_km,average_speed_kmh,brake_wear_index,failure
96.70489886204945,0.42120227061825277,25.738498462230037,59.50671467190613,111,243922.83516894435,83.80792149403149,0.7052831866463316,0
88.27235343230123,0.27872848416502444,47.59106875377116,118.01828238721896,52,101057.92009644597,83.00012018075093,0.6779593490052945,0
79.98409784056645,0.1584305711697627,38.16469565306248,94.29015797615192,100,266229.04030449776,47.539572742873546,0.7591070882166934,0
100.16073963888552,0.37591111479301015,48.44686306298207,105.36955105617808,57,158552.94500210925,45.91006309872305,0.06032857494065006,0
76.42553074727078,0.030753872613533698,45.12230316348694,52.35347660126397,9,19175.790907896095,46.356648680745884,0.12310007245238405,0
89.85961723126906,0.3168430204599972,36.688353241064384,73.64786751492524,86,215147.3057758136,81.79755986410876,0.3514670490518209,0
83.83455911198347,0.22514959111931038,33.44861133795655,70.05840607965588,92,146115.02567658605,83.21574413271365,1.0,0
75.21422524015357,0.5380442022584631,48.66565166553277,121.21962464659032,90,206477.755016148,48.08057211793673,0.38880761764337946,1
113.60794562488547,0.28408253451968407,32.27936583787341,63.900392666025205,116,181826.7179677184,66.48132432111233,0.1540231605322367,1
74.23134048610007,0.30822458632314464,49.9353162433656,103.02887950355694,74,114240.18329488595,34.72532606083181,0.6582250559559859,0
77.01111850476666,0.3946758382591224,45.83403652063318,53.206515331196975,56,135485.68744391008,57.81451167967155,0.7868579546462164,0
68.88731259669375,0.27165077980784924,41.95142846886042,64.82630642706789,47,91885.1444588466,94.91549955988768,0.6510916515600191,0
105.26393439228598,0.13126705440944578,34.0144336262873,75.39480156907646,3,7841.417231049594,36.11874033943728,0.021327236453309195,0
92.26241703049692,0.30013003713616193,27.79309159512225,109.58793859060562,2,5688.247681897777,91.32938479720413,0.015176617807395171,1
93.71715910598121,0.519905190280989,46.99595244714523,109.24824350463503,54,92290.6850721584,82.69783053755054,0.6396789470413307,0
105.13087764895037,0.2313519336109748,23.471270632482074,121.44513963073715,37,95711.01754113028,93.0550255662389,0.6122710424691129,1
78.86058122464337,0.37700611569982345,56.88060573391887,118.75756270001636,56,127219.67985622083,37.57051324273731,0.8754574198441478,1
70.64983839591176,0.5381384619982699,57.192420755388525,56.11359462837623,31,51713.545132565494,39.946294331035496,0.3495201707692724,1
70.91229501966471,0.4581580490110849,24.94845940640927,112.24007916085219,97,240306.72424294546,26.180702721440106,0.5978383491288413,1
100.29409018042426,0.3658784318649948,23.949542272947486,83.83801846550126,96,231763.2196473321,75.72912690409238,0.46645061069763954,0
93.77633349543461,0.40743810369847777,35.68323562915514,114.94145680473001,107,243260.51971782558,70.086628540533,0.5807502302968941,1
71.34863832201489,0.5157009539292206,56.61996434589908,56.69646886483479,12,34676.48168207384,37.464580682731246,0.2613033128265022,1
67.9785967052233,0.5282661363761926,35.21181417078229,111.70768261305017,58,132333.93356104943,80.38014758794503,0.848125132997127,1
66.6378017839085,0.5332427903738778,33.824480120428724,61.973188925058075,67,200046.76910274636,45.94368542922078,0.3939136051408669,0
94.52892562366708,0.3478464792293619,46.7362322419533,75.03812225520066,119,269397.34327188786,34.44968985314446,0.9133023546789224,0
60.00652547009675,0.21774429092722775,26.79178699061863,52.16363002175162,112,187463.14243462976,54.57938655135437,0.28257354793959777,0
61.0075638431949,0.08190268963640197,33.806292375802556,59.27960661403539,26,57348.37879192619,31.367889389879924,0.45696411984776586,0
81.42542245943524,0.21819592072381758,31.069682958430537,83.4294414059287,78,138332.46521894334,43.427055939127264,0.958252796707759,0
98.02424253518893,0.5191959455572344,42.85831565996379,111.37537517258528,12,28748.40273391369,50.99333508991423,0.16494291709248188,1
98.22716570735722,0.4904904235198904,26.184609676138226,108.02523285237874,116,294604.9984836866,84.63049221599049,0.9740409064649485,1
83.65650504842299,0.2927762175139545,40.85064771303698,67.64733213322349,90,198238.76262545763,80.47841189052549,0.42225779814125625,0
98.00904836325132,0.299983934760719,52.58677041760011,61.37678368019607,16,26344.871224395556,55.99280000254328,0.14945478769793116,0
88.6602898769069,0.17681698878128355,39.53848077488887,79.19475972363276,53,116756.99118739244,75.72025404266712,0.7264135763053793,0
113.73122792385234,0.25543426063805996,45.972871449727236,116.24512604096635,72,116797.05519131524,64.80547453253035,0.7219373134530048,1
68.93531176102582,0.3958021867272734,22.85942467176145,56.856880562225236,49,123636.25772973026,48.858929855464766,0.8133652490065244,0
93.03669972380831,0.22731259184980765,37.062212011387636,90.71855077582627,49,131592.06452758395,75.81120404466994,0.8271068257517399,0
87.0181326773052,0.11151129092105828,23.605940362562375,56.66056095522814,92,270808.4851573314,72.84494081264646,0.8890908724207377,0
70.69564895617319,0.302064172565542,42.77954367989296,85.26590908731792,7,12062.422124848792,68.33661095355214,0.09123397422855634,0
101.24947376779369,0.13168193218533714,30.680066104605103,59.50936341207367,15,34479.45754949934,68.25688647302754,0.27844936581802077,0
75.15294109625974,0.5361152802468041,30.916101577686423,56.02527012495236,105,246887.13538682842,72.80873946288837,0.6309809663832046,1
80.99404005014479,0.22078355356645524,22.917136011509267,64.31369997976886,36,103813.73282417291,51.918185884977675,0.6350816922733468,0
80.61568132731415,0.5012190846689227,31.78903873474791,69.14420145265747,72,175745.87718442353,85.83530705473916,0.10616948395782631,1
73.43124602533719,0.13179915816595714,39.2537327300697,70.71990343485686,74,127151.57066663065,36.361549184752256,0.8022775506686316,0
83.68879324341229,0.1121728628651193,42.21708392052693,98.39509604354996,15,32317.90478917176,86.87198242674079,0.23282897329581395,0
86.03402345101901,0.3431266096814582,22.533290948481284,54.123640671716096,119,295375.1113383657,48.959729012239606,0.9951615555108354,0
100.93219200451192,0.4308647022837932,44.75544905721067,56.06067949290231,62,158126.45218244466,33.752213092603576,0.08433615153589868,1
102.07877159073705,0.3160528644802829,38.57727890863279,64.15296211094503,18,50302.99796194548,67.00191818753909,0.26091968555721035,0
68.72057825604142,0.13408966914684006,40.40250430074092,115.40473018860665,46,81454.99126926341,51.319066834928364,0.5430128158335092,0
92.60247646301427,0.030462955957357873,51.6462736031762,97.14536945474246,101,295658.635233458,82.08498089724635,0.9197544766784337,0
109.29087890536675,0.3438759634431428,33.00460492158493,104.77772443909667,105,166814.45739245578,55.15498279701371,0.1321696809955983,1
65.98326348865085,0.08076010169739609,26.61394223187132,77.77716166682444,109,324345.1090020155,71.79937678934769,0.18625457945497592,0
86.01027244937762,0.19531524899745886,40.968786676864255,65.99152618025006,61,169985.6889972764,46.578059265337785,0.0746292742971874,0
101.26942173245885,0.37492376698246505,55.91083286633907,52.84710207221846,115,286397.0550264746,39.66166625177381,0.9577151805363147,1
93.63202339102888,0.06293265791478322,39.67904552888299,86.64017149789191,43,111907.20976705519,52.163432166417664,0.8629892121901135,0
65.53221111281431,0.07871579908333613,51.61266261654124,93.07107231704846,44,70797.67239064057,67.47654842217034,0.5137262694835035,0
81.81333689430348,0.043299751945998236,48.76721806951926,117.27520957832839,99,154659.7596398262,70.98627174479462,0.022923362287952692,0
87.89817240192752,0.5478827296096864,39.6965699063736,116.15697340617454,66,109074.81385858518,65.47446657086128,0.711338140563414,0
114.771508094395,0.21902145504485387,44.60708155083005,81.85138688541912,55,89707.18470979137,94.16390030368763,0.5875946989816504,1
69.8234350128009,0.4991293905767027,35.453846995673025,81.76834467525966,86,199612.17911755713,73.37631305466157,0.29271116844486367,1
114.03330719380618,0.16853624474911233,40.16389018569336,62.08421725368753,79,144030.11247274702,90.20637393178424,0.972820660150916,1
80.68823813261942,0.4167293851758677,39.27685870104412,69.30867408819431,101,281821.15403681906,33.25532364266222,0.8218845640210787,0
71.01762673406017,0.1282959728086846,46.94619379239537,119.42476822406687,39,84576.29444948221,29.29610508694352,0.4693570736666531,0
82.77599951681978,0.27909534321005514,35.57929013553874,60.57770082014016,100,254326.57146874125,46.769629140836756,0.7064905605489525,0
93.76973182191495,0.455292499219721,23.79115065964132,122.65246600577386,5,12396.548197276199,34.56122568634967,0.08370530793729905,0
71.74235666510478,0.45082057540334464,49.97096186691767,87.85539126613973,57,112847.43482849021,61.81079697597874,0.723757731368075,0
76.02914958161702,0.43891158737584424,46.02441412647189,84.24550810751234,112,208852.15235232248,61.32868774662951,0.32821285121829824,0
